Source,IslandID,TaxonOrig,GenusL69,SpeciesL69,SubspL69,SpeciesID,SubspID,Sex,Plumage,BodyL,WingL,TailL,BeakW,BeakH,LBeakL,UBeakL,N-UBkL,TarsusL,MToeL
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,P. black,,71,,,11.9,,15.3,10.5,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,P. black,,67,,,10.6,,14.4,10.1,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Juv.,,64,,,10.4,,14.7,10.9,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,66,,,9.1,,13.4,9.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,63,,,9.9,,13.6,9.7,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,63,,,9.6,,13.8,9.8,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,67,,,9.6,,15.1,11.3,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,68,,,11.8,,15,11,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,66,,,11.3,,16.1,11.8,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,64,,,10.1,,13.8,9.6,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,65,,,10.4,,14.9,10.3,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,66,,,11,,15.1,10.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,64,,,10.2,,14.2,9.8,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,F,,,63,,,10.9,,14.7,10.9,,
Lack CAS,DMaj,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,64,,,9.1,,13.1,9,,
Lack CAS,DMaj,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Juv.,,62,,,7.7,,12,8.3,,
Lack CAS,DMaj,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.6,,12.1,8.2,,
Lack CAS,DMaj,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,10.2,,19.7,13.9,,
Lack CAS,DMaj,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,71,,,,,20.1,14.6,,
Lack CAS,DMaj,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,,,17.9,13.1,,
Lack CAS,DMaj,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,71,,,9.9,,19.3,14.5,,
Lack CAS,DMaj,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,73,,,10,,20.7,14.7,,
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,4.2,,,8.2,,
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.4,,,8.2,,
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,4.2,,,7.8,,
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,,,,8,,
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,4.1,,,8,,
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,4.1,,,8,,
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,4.2,,,7.8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,,,,7.9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,52,,,4.1,,,7.7,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,52,,,4.2,,,8.3,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,52,,,4.1,,,8.2,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,,,,7.9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.1,,,8.2,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.2,,,8.2,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,,,,7.9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,3.9,,,8.2,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,4.4,,,7.8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,,,,8.4,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,52,,,,,,8.5,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,,,,,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,52,,,,,,8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,55,,,4.2,,,8.2,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.2,,,8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,51,,,4,,,7.4,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4,,,7.7,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,,,,8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,,,,8.3,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,51,,,4.3,,,8.1,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,52,,,4.3,,,8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,51,,,4.3,,,8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,51,,,4.5,,,8.3,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.6,,,7.7,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,50,,,4.6,,,7.9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,,,,7.5,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.5,,,7.6,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,55,,,4.2,,,8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,,,,7.7,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,52,,,4.2,,,7.7,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,,,,8.6,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.3,,,8.1,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,4.7,,,7.5,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,4.4,,,8.2,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.2,,,8.3,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.2,,,8.3,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.2,,,7.9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,54,,,4.3,,,8.3,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,M,,,53,,,4.3,,,8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,52,,,4.3,,,8.3,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,4.3,,,8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,54,,,4.2,,,8.4,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,4,,,8.9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,52,,,,,,9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,4.1,,,8.8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,4.1,,,8.4,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,54,,,4.4,,,8.9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,54,,,,,,8.9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,52,,,4.3,,,8.4,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,4,,,8.7,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,,,,8.4,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,,,,,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,4.3,,,8.8,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,54,,,4.1,,,,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,52,,,4.2,,,8.7,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,52,,,4.3,,,9,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,52,,,4.2,,,8.1,,
Lack CAS,Esp_Hd,Certhidea,Certhidea,olivacea,cinerescens,Cer.oli,Cer.oli.cin,F,,,53,,,,,,8.3,,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,108,53,41,,,,10.7,8,18,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,109,54,37,,,,11,7.7,19,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,108,51,39,,,,11.5,8,18.7,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,104,53,38,,,,11,8,19,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,108,52,41,,,,10.7,7.5,18.7,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,105,51,36,,,,10.5,8,18,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,108,51,39,,,,11,8,19,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,106,50,38,,,,11,8,19.5,
Snodgrass & Heller (1904),Esp_Hd,Certhidea cinerascens cinerascens,Certhidea,olivacea,cinerascens,Cer.oli,Cer.oli.cin,M,,107,51,37,,,,11,8.3,18.7,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,15.1,,20.6,15.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,,,21.2,15.4,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,17.1,,22.4,16.4,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,81,,,16.1,,21.4,15.2,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,14.7,,20,14.9,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,14.6,,20.4,14.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,84,,,17.6,,24.1,17,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,83,,,17.5,,22.2,16.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,16.9,,23.5,17,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,74,,,15.3,,20.9,14.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,78,,,14.9,,21.8,15.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,15.7,,21.5,15.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,81,,,16,,23,16.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,79,,,,,22.3,16.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,15.3,,21,15.2,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,15.1,,22.2,15.4,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,16.6,,22.9,16.2,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,14.7,,20.5,14.9,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,83,,,17.4,,21.9,16.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,78,,,14.7,,20.2,14.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,14.6,,20,14.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,16.3,,21.2,14.9,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,81,,,16.6,,21.3,15.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,16,,21,15.4,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,16.9,,23,16.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,84,,,15.5,,21.4,15.2,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,17.9,,24,17,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,15.9,,20,13.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,81,,,17.3,,21.9,15.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,79,,,16.4,,21.9,15.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,79,,,14.1,,19.2,13.4,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,16.9,,21.8,15.6,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,76,,,13.3,,18.4,13,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,15.7,,20.8,15.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,78,,,16.3,,20.8,15.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,84,,,17,,23.2,17,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,15.6,,20.4,14.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,82,,,17.9,,22.9,15.9,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,17.2,,23.4,17.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,76,,,15.9,,21.6,15.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,16,,22.5,16.2,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,15,,20.3,14.7,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,18,,23,16.7,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,81,,,16.4,,22.7,17,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,79,,,15.4,,20.2,14.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,78,,,,,20.9,15.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,81,,,14.9,,21.3,15.9,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,79,,,17,,23.1,17.4,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,75,,,14.6,,20.2,14.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,77,,,14.8,,20.2,14.9,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,78,,,15.9,,21.2,15,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,78,,,14.2,,18.1,13.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,79,,,17.7,,22.6,16.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,17.2,,21.4,15.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,16.5,,20.5,15,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,79,,,15.5,,19.9,14.4,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,84,,,18.7,,23,16.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,79,,,16,,20.6,15,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,80,,,16.8,,21.4,15.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,Black,,81,,,16.4,,20.4,14.9,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,75,,,16,,20.6,15,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,77,,,,,21.9,16.2,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,80,,,,,22.3,16.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,75,,,,,21.1,15.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,79,,,13.7,,21,15.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,80,,,16,,20.8,14.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,74,,,14.7,,19.5,13.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,79,,,16.1,,22.3,16,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,78,,,15.3,,21.3,15.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,76,,,14.8,,21,15.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,78,,,15.3,,20.4,15,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,80,,,16.2,,22,16.3,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,79,,,15.3,,22.4,15.9,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,80,,,16.2,,21.7,15.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,75,,,14.9,,19.8,14,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,79,,,,,20.9,14.1,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,78,,,17,,23,16.5,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,74,,,15.9,,20.9,15.7,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,79,,,15.8,,22,15.8,,
Lack CAS,Esp_Hd,Geospiza conirostris conirostris,Geospiza,conirostris,conirostris,Geo.con,Geo.con.con,M,,,,,,14.7,,19.5,14.1,,
